image_id,source,country,category,title,page_url,image_url,license,notes,artist,credit,description,commons_file_title,commons_category_used,original_image_url,mime
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0039,Wikimedia Commons,Iraq,sculptures_statues,Kurba'il Statue of King Shalmaneser III,https://commons.wikimedia.org/wiki/File:Kurba'il_Statue_of_King_Shalmaneser_III.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Kurba%27il_Statue_of_King_Shalmaneser_III.jpg/960px-Kurba%27il_Statue_of_King_Shalmaneser_III.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Kurba'il Statue (back view) of Shalmaneser III from Fort Shalmaneser (in Nimrud, Mesopotamia, Iraq), in the Iraq Museum, Baghdad. C. 858-824 BCE. ND10000",File:Kurba'il Statue of King Shalmaneser III.jpg,Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/5/50/Kurba%27il_Statue_of_King_Shalmaneser_III.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0040,Wikimedia Commons,Iraq,sculptures_statues,Kurba'il Statue of Shalmaneser III at the Iraq Museum in Baghdad,https://commons.wikimedia.org/wiki/File:Kurba'il_Statue_of_Shalmaneser_III_at_the_Iraq_Museum_in_Baghdad.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Kurba%27il_Statue_of_Shalmaneser_III_at_the_Iraq_Museum_in_Baghdad.jpg/960px-Kurba%27il_Statue_of_Shalmaneser_III_at_the_Iraq_Museum_in_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Kurba'il Statue of the Assyrian king Shalmaneser III from Fort Shalmaneser (in Nimrud, Mesopotamia, Iraq), c. 858-824 BCE. On display at the Iraq Museum, Baghdad. ND10000",File:Kurba'il Statue of Shalmaneser III at the Iraq Museum in Baghdad.jpg,Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/7/7a/Kurba%27il_Statue_of_Shalmaneser_III_at_the_Iraq_Museum_in_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0001,Wikimedia Commons,Oman,architecture_sites,4L5A0992,https://commons.wikimedia.org/wiki/File:4L5A0992.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/4L5A0992.jpg/960px-4L5A0992.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Exterior architecture images of National Museum of Oman,Mohammedkhamisnasser,Own work,المتحف الوطني,File:4L5A0992.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/1/17/4L5A0992.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0002,Wikimedia Commons,Oman,architecture_sites,National Museum (Oman) by night,https://commons.wikimedia.org/wiki/File:National_Museum_(Oman)_by_night.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/National_Museum_%28Oman%29_by_night.jpg/960px-National_Museum_%28Oman%29_by_night.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Exterior architecture images of National Museum of Oman,Davide Mauro,Own work,National Museum (Oman) by night,File:National Museum (Oman) by night.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/7/70/National_Museum_%28Oman%29_by_night.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0003,Wikimedia Commons,Oman,architecture_sites,National Museum (Oman),https://commons.wikimedia.org/wiki/File:National_Museum_(Oman).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/National_Museum_%28Oman%29.jpg/960px-National_Museum_%28Oman%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Exterior architecture images of National Museum of Oman,Ekrem Canli,Own work,National Museum of Oman,File:National Museum (Oman).jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/2/25/National_Museum_%28Oman%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0004,Wikimedia Commons,Oman,architecture_sites,National Museum Muscat,https://commons.wikimedia.org/wiki/File:National_Museum_Muscat.JPG,https://upload.wikimedia.org/wikipedia/commons/8/88/National_Museum_Muscat.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,Exterior architecture images of National Museum of Oman,User: (WT-shared) Shoestring at wts wikivoyage,Own work,"National Museum in Muscat, Muscat.",File:National Museum Muscat.JPG,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/8/88/National_Museum_Muscat.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0005,Wikimedia Commons,Oman,architecture_sites,National museum of Oman,https://commons.wikimedia.org/wiki/File:National_museum_of_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/National_museum_of_Oman.jpg/960px-National_museum_of_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Exterior architecture images of National Museum of Oman,Mohammedkhamisnasserkhamis,Own work,National Museum Oman,File:National museum of Oman.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/1/1e/National_museum_of_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0006,Wikimedia Commons,Oman,architecture_sites,National Museum Oman,https://commons.wikimedia.org/wiki/File:National_Museum_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/National_Museum_Oman.jpg/960px-National_Museum_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Exterior architecture images of National Museum of Oman,NationalMuseumOman,Own work,External picture of National Museum Oman,File:National Museum Oman.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/e/e7/National_Museum_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0007,Wikimedia Commons,Oman,architecture_sites,National museum under construction (8726968452),https://commons.wikimedia.org/wiki/File:National_museum_under_construction_(8726968452).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/National_museum_under_construction_%288726968452%29.jpg/960px-National_museum_under_construction_%288726968452%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,Exterior architecture images of National Museum of Oman,Francisco Anzola,National museum under construction,National museum under construction,File:National museum under construction (8726968452).jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/f/f1/National_museum_under_construction_%288726968452%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0008,Wikimedia Commons,Oman,architecture_sites,Oman Mascat Nationalmuseum des Sultanats Oman,https://commons.wikimedia.org/wiki/File:Oman_Mascat_Nationalmuseum_des_Sultanats_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Oman_Mascat_Nationalmuseum_des_Sultanats_Oman.jpg/960px-Oman_Mascat_Nationalmuseum_des_Sultanats_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Exterior architecture images of National Museum of Oman,Georg Karl Ell,Own work,Das Nationalmuseum des Sultanats Oman in Maskat,File:Oman Mascat Nationalmuseum des Sultanats Oman.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/1/1a/Oman_Mascat_Nationalmuseum_des_Sultanats_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0009,Wikimedia Commons,Oman,architecture_sites,Oman National Museum 1,https://commons.wikimedia.org/wiki/File:Oman_National_Museum_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Oman_National_Museum_1.jpg/960px-Oman_National_Museum_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,Exterior architecture images of National Museum of Oman,https://www.flickr.com/photos/mhoman/,https://www.flickr.com/photos/mhoman/26009842684/,"Muscat, Oman.",File:Oman National Museum 1.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/f/ff/Oman_National_Museum_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0010,Wikimedia Commons,Oman,architecture_sites,Oman National Museum Sign,https://commons.wikimedia.org/wiki/File:Oman_National_Museum_Sign.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Oman_National_Museum_Sign.jpg/960px-Oman_National_Museum_Sign.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,Exterior architecture images of National Museum of Oman,https://www.flickr.com/photos/mhoman/,https://www.flickr.com/photos/mhoman/26009839544/,"Muscat, Oman.",File:Oman National Museum Sign.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/a/af/Oman_National_Museum_Sign.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0011,Wikimedia Commons,Oman,architecture_sites,View towards National Museum,https://commons.wikimedia.org/wiki/File:View_towards_National_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/View_towards_National_Museum.jpg/960px-View_towards_National_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,Exterior architecture images of National Museum of Oman,https://www.flickr.com/photos/fran001/,https://www.flickr.com/photos/fran001/30900403425/,"Muscat, Oman.",File:View towards National Museum.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/a/ae/View_towards_National_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0012,Wikimedia Commons,Oman,architecture_sites,المتحف الوطني - سلطنة عُمان,https://commons.wikimedia.org/wiki/File:المتحف_الوطني_-_سلطنة_عُمان.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_-_%D8%B3%D9%84%D8%B7%D9%86%D8%A9_%D8%B9%D9%8F%D9%85%D8%A7%D9%86.jpg/960px-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_-_%D8%B3%D9%84%D8%B7%D9%86%D8%A9_%D8%B9%D9%8F%D9%85%D8%A7%D9%86.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Exterior architecture images of National Museum of Oman,Mohammedkhamisnasser,Own work,المتحف الوطني - سلطنة عُمان,File:المتحف الوطني - سلطنة عُمان.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/6/6d/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_-_%D8%B3%D9%84%D8%B7%D9%86%D8%A9_%D8%B9%D9%8F%D9%85%D8%A7%D9%86.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0001,Wikimedia Commons,Oman,museum_interior,07 APD Oman,https://commons.wikimedia.org/wiki/File:07_APD_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/07_APD_Oman.jpg/960px-07_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,قاعة الأرض والإنسان,File:07 APD Oman.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/1/1e/07_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0002,Wikimedia Commons,Oman,museum_interior,25 APD Oman pdf,https://commons.wikimedia.org/wiki/File:25_APD_Oman_pdf.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/25_APD_Oman_pdf.jpg/960px-25_APD_Oman_pdf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,"A Hoard found at Sidamah (al-Waqba). This hoard of over 400 silver Dirhams was discovered in Sidamah Town in a village called al-Waqba, in 1425 AH/2005 CE. It had lain hidden since the early Islamic Period.",File:25 APD Oman pdf.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/c/c6/25_APD_Oman_pdf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0003,Wikimedia Commons,Oman,museum_interior,25 APD Oman,https://commons.wikimedia.org/wiki/File:25_APD_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/25_APD_Oman.jpg/960px-25_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,قاعة العملات,File:25 APD Oman.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/1/16/25_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0004,Wikimedia Commons,Oman,museum_interior,30 APD Oman,https://commons.wikimedia.org/wiki/File:30_APD_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/30_APD_Oman.jpg/960px-30_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,قاعة السلاح,File:30 APD Oman.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/a/a2/30_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0005,Wikimedia Commons,Oman,museum_interior,32 APD Oman,https://commons.wikimedia.org/wiki/File:32_APD_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/32_APD_Oman.jpg/960px-32_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,قاعة التاريخ البحري,File:32 APD Oman.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/4/40/32_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0006,Wikimedia Commons,Oman,museum_interior,47 APD Oman,https://commons.wikimedia.org/wiki/File:47_APD_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/47_APD_Oman.jpg/960px-47_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,قاعة عظمة الإسلام,File:47 APD Oman.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/8/8f/47_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0007,Wikimedia Commons,Oman,museum_interior,49 APD Oman,https://commons.wikimedia.org/wiki/File:49_APD_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/49_APD_Oman.jpg/960px-49_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,قاعة عظمة الإسلام,File:49 APD Oman.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/6/67/49_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0008,Wikimedia Commons,Oman,museum_interior,50 APD Oman,https://commons.wikimedia.org/wiki/File:50_APD_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/50_APD_Oman.jpg/960px-50_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,قاعة عصر النهضة,File:50 APD Oman.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/7/75/50_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0009,Wikimedia Commons,Oman,museum_interior,66 APD Oman,https://commons.wikimedia.org/wiki/File:66_APD_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/66_APD_Oman.jpg/960px-66_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,قاعة الحقب الزمنية,File:66 APD Oman.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/1/1f/66_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_oman_museum_interior_interior_of_the_national_museum_oman_0010,Wikimedia Commons,Oman,museum_interior,75 APD Oman,https://commons.wikimedia.org/wiki/File:75_APD_Oman.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/75_APD_Oman.jpg/960px-75_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Interior images of National Museum of Oman,Mohammed90m,Own work,قاعات ما قبل التأريخ والعصور القديمة,File:75 APD Oman.jpg,Interior of the National Museum (Oman),https://upload.wikimedia.org/wikipedia/commons/0/0e/75_APD_Oman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
